Original Signal,Approximation,D 1,D 2,D 3,D 4
-8.599999999999999867e-01,3.564212324906748663e-01,5.479927167998607240e-01,-3.468020756921904590e-01,-8.610164495802048457e-01,-2.176293808952226294e-01
-1.199999999999999956e-01,3.491459417261323916e-01,-5.123350015297667426e-01,-7.971218354125594319e-01,-6.113292504662638516e-01,-1.106341787143241412e-01
-6.199999999999999956e-01,3.393588873068615896e-01,2.840123252404152532e-01,-3.227425122513941091e-01,-1.950431830359044549e-01,-3.152434300996882766e-03
-8.599999999999999867e-01,3.252085090423145197e-01,-1.926234299396669680e-01,6.316285055776683643e-01,2.464850754586515591e-01,7.849483422416853040e-02
-2.500000000000000000e-01,3.056954403463076897e-01,1.157435896039395867e-02,7.583508454269386467e-01,6.090407031079602129e-01,1.184245634188792612e-01
4.199999999999999845e-01,2.812352851393686848e-01,3.554147589924414596e-01,-7.211202143165597322e-02,8.461381123223332690e-01,1.202730002415713234e-01
1.260000000000000009e+00,2.537156245055567916e-01,-5.080574066705266789e-01,-5.481804363757376564e-01,8.728265389765010873e-01,9.768784069204321241e-02
9.100000000000000311e-01,2.257364171535468089e-01,2.408425559266706428e-01,-2.327924471624390756e-01,6.520993889585779968e-01,6.821133991389405349e-02
5.200000000000000178e-01,1.994018168206569130e-01,2.532475387489723229e-01,-1.559552974888750616e-02,2.355242871592629628e-01,4.699440539895941016e-02
3.900000000000000133e-01,1.764603498556307215e-01,-4.108994665955091330e-01,-1.391518466073352663e-03,-2.912372653057820338e-01,3.964642208306661669e-02
-1.700000000000000122e-01,1.584689044832483518e-01,1.822120270910748685e-02,3.572617504555920531e-01,-7.428208730484807676e-01,4.729059556271515002e-02
-6.199999999999999956e-01,1.467969126008674130e-01,2.184915103185220975e-01,5.485514109653775172e-01,-9.284278979637076157e-01,6.964349354275134463e-02
2.099999999999999922e-01,1.424702383179872467e-01,-2.087904624366103412e-02,-4.460195689012898257e-02,-8.161968257870679810e-01,1.004379251881421936e-01
-3.499999999999999778e-01,1.453199313255517655e-01,3.625374542863919053e-02,-6.635004649840252622e-01,-4.627057570627363670e-01,1.267806628892290954e-01
-8.599999999999999867e-01,1.535989706291438217e-01,-2.488107987911732932e-01,-3.221678661003558042e-01,-6.280997055009362486e-03,1.360206056856005929e-01
-8.599999999999999867e-01,1.646110454622231878e-01,1.294015157466029964e-01,5.141613314698665338e-01,3.721920641698877041e-01,1.174998827211574254e-01
-3.499999999999999778e-01,1.760850695727648463e-01,1.420213433572614092e-01,4.733875608038972671e-01,6.147531182031358288e-01,6.572749851028102108e-02
8.199999999999999512e-01,1.870709045569518281e-01,-2.168679728529899486e-01,-4.695844887319888805e-01,7.101722367925921153e-01,-1.320603928840022138e-02
7.700000000000000178e-01,1.979447478631631563e-01,4.591474408115646865e-04,-7.837756611583217570e-01,6.471328791129589142e-01,-1.063039907241915827e-01
1.060000000000000053e+00,2.097231470011038934e-01,3.903072614698306353e-01,-7.037631275221593874e-02,4.561615784027763798e-01,-1.940598030596334955e-01
6.099999999999999867e-01,2.230936130644923243e-01,-3.970640846322119333e-01,5.018935356069130771e-01,1.404028402370528783e-01,-2.519514387092569030e-01
-8.599999999999999867e-01,2.381582689811432563e-01,-2.594075650230518934e-02,5.377600681797913840e-01,-2.430891355871140358e-01,-2.619404180504060764e-01
6.099999999999999867e-01,2.547692921554192691e-01,1.187082470206479584e-01,4.433412451108233454e-01,-5.681837992532899895e-01,-2.200921737532432199e-01
7.299999999999999822e-01,2.728853819800191038e-01,6.284543668219987056e-02,1.300559032240608814e-01,-7.329597169962965841e-01,-1.340424180586298197e-01
8.499999999999999778e-01,2.921322851006771804e-01,8.332145438311618080e-02,-4.181246203904926961e-01,-6.712671261028381187e-01,-1.822480972398679219e-02
9.799999999999999822e-01,3.113022954499036765e-01,-2.775953253746570870e-01,-6.810077218932460985e-01,-4.330666005291879950e-01,1.095479774057842859e-01
-3.499999999999999778e-01,3.284618397676886126e-01,2.764277558987588979e-01,-3.755591794989311394e-01,-1.265629532034872329e-01,2.342519786959339767e-01
8.100000000000000533e-01,3.413057577780980179e-01,-1.708964082797060913e-01,1.214508209511949710e-01,1.632696746644855257e-01,3.366665789127560870e-01
-6.199999999999999956e-01,3.483995538358404809e-01,-3.235351116976731278e-01,3.163422050410332753e-01,3.728270511368546036e-01,3.904062859002060404e-01
1.379999999999999893e+00,3.499079464097740733e-01,7.674883164034179694e-01,2.854613772530713023e-01,5.247432107267007151e-01,3.783819934653981365e-01
1.239999999999999991e+00,3.471914040481628438e-01,-4.479745235838442641e-01,2.232034726658838342e-01,6.171035130720158302e-01,3.025852111817086687e-01
1.530000000000000027e+00,3.422435987700080395e-01,-1.165486507592865956e-02,-7.863296072816403082e-02,6.002902638629011856e-01,1.833740419566987356e-01
9.799999999999999822e-01,3.368598052030548629e-01,1.068020768816718424e-01,-3.948683045149900539e-01,4.526874608513581921e-01,5.062474584263881167e-02
-8.599999999999999867e-01,3.322657880793224994e-01,-2.873249317222991706e-01,-1.205042054342559954e-01,1.374696832086044762e-01,-7.202686500272158232e-02
4.000000000000000222e-01,3.295082371836480228e-01,5.876268271755310524e-01,4.178075841124845868e-01,-2.791908753426078360e-01,-1.764686970295656632e-01
-8.599999999999999867e-01,3.295826257590502850e-01,-8.108000567745888842e-01,3.800144756880443619e-01,-6.530212779842220483e-01,-2.588647597803120370e-01
-3.200000000000000067e-01,3.329319443222899522e-01,8.488919044252598578e-01,-1.563587094890879770e-01,-8.758781765018260890e-01,-3.072359623481577540e-01
-1.700000000000000122e-01,3.393494229184588207e-01,-5.101843440012630015e-01,-4.412138669423558701e-01,-8.421968321761674758e-01,-3.099647841121602188e-01
-3.499999999999999778e-01,3.478736045931629661e-01,2.036986777021237149e-01,-2.620227428321519336e-01,-5.521521491853619290e-01,-2.659265297739875078e-01
-3.499999999999999778e-01,3.569887222423739348e-01,-1.386553463871242620e-01,-2.790208910608734435e-03,-9.534593484061065771e-02,-1.907631795945061159e-01
8.399999999999999689e-01,3.660114893139439496e-01,-2.699654067558069914e-01,1.998246401840106379e-01,4.181079347296389748e-01,-1.124448220660825420e-01
1.209999999999999964e+00,3.753206673294205431e-01,8.209938704945202170e-01,3.362703153712148785e-01,8.203434148751848065e-01,-5.230461922099561428e-02
1.189999999999999947e+00,3.858071733411943538e-01,-8.119056253477545670e-01,8.719439854057105255e-02,9.803615985436237024e-01,-1.335190665601430210e-02
1.530000000000000027e+00,3.985875234964559866e-01,4.253824384308980688e-01,-3.847519422729806515e-01,8.401794102806947606e-01,1.307898302408950358e-02
1.209999999999999964e+00,4.141325077686421885e-01,-4.221094046866381150e-02,-3.107478456138622613e-01,4.335117129906145284e-01,3.092783608289336253e-02
1.000000000000000000e+00,4.323245343177500311e-01,-1.913495879926477294e-01,2.952073381455898038e-01,-8.076375542972633048e-02,3.455092239644690782e-02
-6.199999999999999956e-01,4.532273478413911816e-01,2.188298520299482297e-02,5.650354483681535589e-01,-5.194719242887784194e-01,1.572312226314987599e-02
1.050000000000000044e+00,4.769287484891016060e-01,3.317993071013749518e-01,2.049746264555720732e-01,-7.449932645400531017e-01,-2.501906758339094219e-02
1.149999999999999911e+00,5.030859900265866047e-01,-2.786057366055544882e-01,-3.302591406959169973e-01,-7.292012088909742840e-01,-7.417907856421901425e-02
1.239999999999999991e+00,5.308192647125500319e-01,-9.421304114327960777e-02,-6.480218154376247153e-01,-5.638241620177244506e-01,-1.148257830037060778e-01
-8.599999999999999867e-01,5.583843935034328299e-01,2.503578719055750690e-01,-4.377637070036761724e-01,-3.455788586737928436e-01,-1.371414086014113853e-01
8.000000000000000444e-01,5.837519954651897436e-01,-4.506618136623363052e-02,3.225082252371876401e-01,-1.332235787520335835e-01,-1.430729454317703486e-01
8.299999999999999600e-01,6.059792538146231422e-01,-6.263011829202773384e-02,8.020899443156653819e-01,7.081647609660206288e-02,-1.370789114691227939e-01
8.699999999999999956e-01,6.248899364184359317e-01,-4.487147243879369696e-01,3.414939659291774121e-01,3.111144554054490197e-01,-1.147581794046569903e-01
1.330000000000000071e+00,6.407405952530915716e-01,9.130475978246266333e-01,-4.092832224005039654e-01,5.614060428986986651e-01,-6.549158232858537376e-02
1.469999999999999973e+00,6.540397146446607080e-01,-3.848797343575955376e-01,-5.908136583099575789e-01,7.323841900804707317e-01,1.835074537899835864e-02
6.099999999999999867e-01,6.646641486124013065e-01,-1.289167424019337649e-01,-2.656629560372633647e-01,7.505882126217706674e-01,1.345845232773220934e-01
-1.700000000000000122e-01,6.725218728475667040e-01,-5.009813655256152298e-01,1.759763500669060954e-01,5.519882572880830951e-01,2.670194478454135933e-01
-2.500000000000000000e-01,6.782494753477401606e-01,1.092513950711959003e+00,5.372146170354498151e-01,1.697404319933548122e-01,3.904157702819235909e-01
-8.599999999999999867e-01,6.828021370835624104e-01,-5.824433030249811516e-01,5.508600004716189824e-01,-2.683064365005098373e-01,4.860474762939128168e-01
-1.000000000000000000e+00,6.871190281320491700e-01,-1.532590809945530430e-01,1.584190982222107372e-02,-6.680303205239749298e-01,5.441681084524272460e-01
-1.360000000000000098e+00,6.914978986316417942e-01,2.801436310310411737e-01,-6.411704234784777467e-01,-9.188223074647258182e-01,5.559120746834325111e-01
-1.709999999999999964e+00,6.950908604261901713e-01,3.110687259141794656e-02,-6.422899974249898225e-01,-9.202129443107764928e-01,5.154684658193036118e-01
-3.499999999999999778e-01,6.968296434168288478e-01,-2.652610336734569363e-01,-5.686983241958448558e-03,-6.648442826318606835e-01,4.207454708528513554e-01
2.999999999999999889e-02,6.964186860757547448e-01,7.640059325957683500e-02,4.194444376568284838e-01,-1.696990224337662778e-01,2.718756776428217226e-01
5.500000000000000444e-01,6.940893201837523563e-01,2.149839439033250088e-01,3.096913853219266377e-01,4.487030534232347989e-01,8.373468612977748304e-02
1.290000000000000036e+00,6.906662140508181835e-01,-1.843803287185547535e-01,4.514572527098358740e-02,9.419888693618219122e-01,-1.125418542546775397e-01
1.580000000000000071e+00,6.868182857078112269e-01,9.346723729611776388e-02,-1.681594223081183670e-01,1.110543376333948506e+00,-2.890775252994245981e-01
8.000000000000000444e-01,6.823177310709185317e-01,-1.304339668903941873e-01,-1.525746674583385032e-01,8.619145655338382728e-01,-4.266728532374428062e-01
-8.599999999999999867e-01,6.774466328352186650e-01,-5.913921200553613061e-02,1.747049870986051023e-01,2.592710818243926241e-01,-5.131096314071464937e-01
-4.699999999999999734e-01,6.733900793877789503e-01,4.075045855231974601e-01,2.846180606200170438e-01,-4.201431687272699222e-01,-5.507126827654228451e-01
8.999999999999999667e-02,6.718018907579049737e-01,-3.832274096620198467e-01,-3.456318288851403103e-02,-8.893000296594627541e-01,-5.472526555251848723e-01
4.000000000000000083e-02,6.744993357415025592e-01,-7.068319566833129904e-03,-2.078486554833418876e-01,-1.005063089832656020e+00,-5.033025305747378386e-01
-6.199999999999999956e-01,6.821183061969146033e-01,2.252481913586102946e-01,-1.563396748883886245e-01,-7.514221617993269708e-01,-4.256764535386237669e-01
-4.699999999999999734e-01,6.937281079866041145e-01,5.345630313040085346e-02,-2.831889856994654342e-01,-2.913951718944021163e-01,-3.303680658816384175e-01
-3.499999999999999778e-01,7.079548552655948734e-01,-2.590780432604971595e-01,-2.147398082487241844e-01,1.672839508973710809e-01,-2.286808980903117516e-01
-1.700000000000000122e-01,7.238502276463419927e-01,-2.381076992514731816e-01,4.500794830395101198e-01,5.282471551413502331e-01,-1.319827327301852649e-01
9.300000000000000488e-01,7.411032564770555497e-01,5.662124405162082263e-01,7.433922964275339051e-01,7.231158303773982388e-01,-4.957175618088411478e-02
1.669999999999999929e+00,7.599878039720391332e-01,-2.980486635267035750e-02,-1.215819926126930489e-01,7.440959215064630872e-01,2.496541321299707364e-02
1.449999999999999956e+00,7.803399477915254900e-01,-2.844836010768313495e-01,-8.583604259900261546e-01,6.238269104788858321e-01,1.001474643189042280e-01
9.799999999999999822e-01,8.013934293032972667e-01,-1.019325749692793354e-01,-2.608179680780137177e-01,3.468897876331294428e-01,1.731665571871047749e-01
1.300000000000000044e-01,8.230099317860763986e-01,3.057739454367541798e-01,5.450949571200465193e-01,-3.193295398833522619e-02,2.401013551150542047e-01
1.459999999999999964e+00,8.457430024084271469e-01,-1.113917344110962465e-01,4.166338383366834375e-01,-4.056470597237242237e-01,2.935816159009824733e-01
1.669999999999999929e+00,8.710838345686292561e-01,-1.361226719817923703e-01,4.491071934599102228e-02,-6.838099931883043769e-01,3.203506303589144233e-01
1.889999999999999902e+00,9.007228583437717484e-01,2.486159393147763796e-01,-5.810859641002726061e-02,-7.658668451643128039e-01,3.180825557703191309e-01
-6.199999999999999956e-01,9.344713890992718541e-01,-1.430623499439976666e-02,-2.618448714220611429e-01,-6.430292417089690238e-01,2.919824502573175606e-01
1.479999999999999982e+00,9.703486454167504771e-01,-1.614049298811773281e-01,-3.613826759142710898e-01,-3.836471084672353760e-01,2.417229743140295040e-01
-8.599999999999999867e-01,1.005504055217750992e+00,-4.569960420342475405e-02,-3.647770229437013317e-02,-5.015061619216745065e-02,1.709170225612178240e-01
2.300000000000000100e-01,1.037097591586291001e+00,-1.194640906184737117e-01,2.364426654858535204e-01,2.718479174023337719e-01,8.839121198921058575e-02
1.209999999999999964e+00,1.063365608131033424e+00,5.642787717158485039e-01,8.074800593169702279e-02,5.218807508638226844e-01,2.316597242987537743e-03
1.959999999999999964e+00,1.083411200249190909e+00,-2.879439074061300174e-01,-1.792733224810948434e-01,6.489534857221562758e-01,-7.095813213697627075e-02
1.419999999999999929e+00,1.096170146051078431e+00,-6.825709823184512859e-02,-9.455115676327834062e-02,5.912219807665353155e-01,-1.127583579004202419e-01
1.100000000000000089e+00,1.100404727882386524e+00,-5.164674618077769175e-01,2.646650874829597488e-01,3.597429078206624831e-01,-1.185653019384723950e-01
8.000000000000000167e-02,1.095498643938606520e+00,1.315648132424649619e+00,3.622199468763581676e-01,2.485077991348855903e-02,-9.410069144656867113e-02
-8.599999999999999867e-01,1.081851939485210190e+00,-1.398450555404227913e+00,1.118964549363735544e-01,-2.792559317961164078e-01,-5.068431389019872196e-02
4.500000000000000111e-01,1.061305861695435393e+00,7.371970208848278583e-01,-1.044425655710786750e-02,-4.180033997721927519e-01,-5.906487470336678654e-03
1.300000000000000044e-01,1.035876282717527630e+00,3.853907666112373065e-02,-9.528650452126707915e-02,-3.763918150899719928e-01,2.856504579113981063e-02
-8.599999999999999867e-01,1.005971549175872726e+00,-1.160451489969522715e-01,-5.189501903711758457e-01,-2.179971032886653115e-01,4.907333685841629850e-02
-2.500000000000000000e-01,9.705460583339966529e-01,-2.061079519404586946e-01,-6.684771200085629639e-01,-5.933051946326031723e-02,5.050716592263423260e-02
-8.599999999999999867e-01,9.273347694723302892e-01,2.555871272125668781e-01,1.016568043052357567e-01,2.202351971207563985e-02,3.135628807357447589e-02
1.300000000000000044e-01,8.744501738339288677e-01,-2.175340549342511809e-01,8.701742022164241641e-01,6.567602576576449247e-02,-3.709209266721372189e-03
5.799999999999999600e-01,8.120191721549810948e-01,-4.757570132159014142e-02,5.086697154641044438e-01,1.299967080348670700e-01,-4.793925407706438324e-02
1.729999999999999982e+00,7.413963634862744678e-01,6.048545468048581730e-01,-3.484419563758809346e-01,2.342708411966467619e-01,-8.729577545615711809e-02
1.229999999999999982e+00,6.645507150480616243e-01,-5.374266510927374618e-01,-5.190871945896299300e-01,3.173144416813048485e-01,-1.045697308085392352e-01
9.300000000000000488e-01,5.838268345264273629e-01,-1.714356771672019830e-01,-1.247622879544487418e-01,2.672407344444218680e-01,-9.335320875216733538e-02
2.300000000000000100e-01,5.017767829248533928e-01,5.153842514396036467e-01,2.103444320135853252e-01,3.232289760490515002e-02,-5.783123964285552532e-02
-6.199999999999999956e-01,4.217928383273620296e-01,-4.172511955806112449e-01,3.960148270132106130e-01,-3.113897546430637875e-01,-9.713844889709638553e-03
8.499999999999999778e-01,3.482682127617651724e-01,2.672403497974240594e-01,3.057371215066604364e-01,-5.903616512673146577e-01,3.300397376996212079e-02
9.699999999999999734e-01,2.850532148047114633e-01,-1.471095380853459922e-01,-2.339808310005889735e-01,-6.626439378540116554e-01,5.845782396643368906e-02
-8.599999999999999867e-01,2.341391964319997632e-01,2.268999867826730077e-01,-7.067933406819154607e-01,-4.694552901106288090e-01,6.474607493435870220e-02
-4.699999999999999734e-01,1.954777869372757437e-01,-3.077766078060718002e-01,-3.620302307631045879e-01,-8.810373726640971515e-02,5.065817273398411785e-02
-3.499999999999999778e-01,1.670915906588963662e-01,1.862207823465058809e-01,5.638248929822303745e-01,3.125150386925286683e-01,1.647450360783878076e-02
-8.599999999999999867e-01,1.470721480211384102e-01,-1.484610533151772271e-01,8.296260193851090481e-01,6.205962252265381229e-01,-3.272681922085594192e-02
4.199999999999999845e-01,1.348895841553559016e-01,-1.149477433742033400e-01,-3.234284317718892632e-02,7.492484125737677303e-01,-8.841893754070873079e-02
